Vertex 		Distance from Source
11998	169.248.158.236	335
11999	169.249.89.229	331
12000	169.249.176.184	234
12001	169.251.196.240	379
12002	169.253.104.78	281
12003	170.2.254.85	498
12004	170.3.220.50	390
12005	170.4.50.17	428
12006	170.17.83.200	78
12007	170.19.232.128	330
12008	170.20.64.171	343
12009	170.28.242.177	345
12010	170.30.170.40	222
12011	170.35.82.28	298
12012	170.38.130.169	419
12013	170.41.178.85	406
12014	170.42.220.29	314
12015	170.45.171.160	395
12016	170.53.156.185	478
12017	170.58.179.229	308
12018	170.59.136.85	368
12019	170.68.164.109	214
12020	170.71.118.212	390
12021	170.72.113.72	286
12022	170.76.126.21	336
12023	170.93.80.50	472
12024	170.95.52.180	715
12025	170.100.66.254	395
12026	170.106.215.212	342
12027	170.106.238.78	321
12028	170.107.192.71	393
12029	170.114.27.165	458
12030	170.116.245.177	328
12031	170.118.183.95	354
12032	170.121.43.3	253
12033	170.132.253.148	269
12034	170.135.213.93	385
12035	170.150.125.165	330
12036	170.152.215.77	341
12037	170.155.106.237	348
12038	170.156.204.252	342
12039	170.159.5.149	377
12040	170.160.130.226	329
12041	170.171.148.83	358
12042	170.173.236.177	407
12043	170.178.177.144	368
12044	170.180.31.164	391
12045	170.181.225.200	245
12046	170.183.111.251	347
12047	170.189.109.41	264
12048	170.200.11.252	331
12049	170.201.198.239	427
12050	170.205.73.254	572
12051	170.207.171.32	170
12052	170.211.64.88	408
12053	170.211.250.179	183
12054	170.214.129.176	304
12055	170.219.118.93	471
12056	170.221.201.37	303
12057	170.222.106.121	306
12058	170.231.165.196	304
12059	170.235.218.101	177
12060	170.237.10.205	71
12061	171.2.107.23	288
12062	171.3.86.130	325
12063	171.5.150.50	362
12064	171.7.181.24	329
12065	171.12.3.181	434
12066	171.17.145.97	384
12067	171.18.60.52	364
12068	171.19.59.27	314
12069	171.19.199.17	277
12070	171.27.49.44	388
12071	171.40.3.102	303
12072	171.42.26.33	420
12073	171.43.154.206	261
12074	171.46.169.28	373
12075	171.56.86.243	414
12076	171.61.95.205	349
12077	171.63.190.249	547
12078	171.67.202.101	376
12079	171.69.163.232	675
12080	171.73.156.3	309
12081	171.77.68.135	296
12082	171.77.100.125	396
12083	171.81.75.203	482
12084	171.87.40.213	631
12085	171.88.66.211	439
12086	171.91.152.198	429
12087	171.95.196.170	296
12088	171.100.154.84	319
12089	171.111.201.11	502
12090	171.114.243.211	376
12091	171.117.116.235	325
12092	171.125.21.93	244
12093	171.128.236.244	315
12094	171.133.226.164	388
12095	171.141.78.49	275
12096	171.152.93.156	266
12097	171.158.96.48	373
12098	171.166.174.197	377
12099	171.174.238.52	349
12100	171.177.245.23	312
12101	171.182.195.246	530
12102	171.187.184.70	492
12103	171.197.3.77	394
12104	171.204.152.228	468
12105	171.205.217.181	270
12106	171.212.173.112	487
12107	171.214.129.145	452
12108	171.215.124.45	327
12109	171.220.250.150	358
12110	171.226.187.49	310
12111	171.227.60.122	290
12112	171.242.51.163	528
12113	172.5.169.204	392
12114	172.7.86.172	309
12115	172.10.19.97	328
12116	172.25.189.61	357
12117	172.28.7.253	352
12118	172.32.208.212	509
12119	172.33.144.210	242
12120	172.35.121.49	428
12121	172.39.57.30	303
12122	172.39.232.128	470
12123	172.48.251.100	439
12124	172.50.155.143	287
12125	172.51.16.222	552
12126	172.56.244.83	469
12127	172.57.133.22	389
12128	172.62.55.12	447
12129	172.66.235.222	382
12130	172.71.26.241	477
12131	172.71.44.123	420
12132	172.73.72.164	445
12133	172.76.115.39	184
12134	172.76.209.27	352
12135	172.79.98.146	417
12136	172.81.218.104	584
12137	172.92.41.221	438
12138	172.98.37.21	272
12139	172.101.23.175	478
12140	172.110.200.220	274
12141	172.112.75.120	366
12142	172.113.64.180	486
12143	172.114.18.178	612
12144	172.115.126.39	385
12145	172.128.81.214	359
12146	172.131.33.99	313
12147	172.131.57.85	318
12148	172.136.204.22	394
12149	172.140.124.226	335
12150	172.143.229.12	410
12151	172.151.128.54	396
12152	172.154.90.156	625
12153	172.156.52.140	439
12154	172.157.207.138	465
12155	172.161.142.125	352
12156	172.161.249.85	369
12157	172.170.101.57	419
12158	172.172.32.241	380
12159	172.181.79.57	595
12160	172.195.115.173	351
12161	172.196.163.71	342
12162	172.198.179.117	309
12163	172.201.130.180	315
12164	172.219.112.65	425
12165	172.222.156.236	314
12166	172.228.29.56	633
12167	172.230.57.31	381
12168	172.230.161.59	374
12169	172.242.69.156	326
12170	172.242.94.23	174
12171	173.3.30.192	407
12172	173.30.24.73	415
12173	173.30.219.197	284
12174	173.34.168.245	313
12175	173.36.83.249	435
12176	173.42.48.9	380
12177	173.47.211.44	442
12178	173.48.2.242	158
12179	173.53.47.114	416
12180	173.65.76.204	339
12181	173.66.61.211	561
12182	173.68.14.46	275
12183	173.69.63.33	272
12184	173.78.112.102	253
12185	173.82.172.157	346
12186	173.86.227.246	428
12187	173.94.105.41	239
12188	173.97.104.71	381
12189	173.99.131.253	346
12190	173.101.139.129	444
12191	173.108.211.19	355
12192	173.109.214.199	516
12193	173.119.101.39	394
12194	173.125.84.130	450
12195	173.129.251.94	430
12196	173.130.221.129	344
12197	173.135.13.17	459
12198	173.138.71.8	495
12199	173.146.246.198	559
12200	173.149.70.7	358
12201	173.149.249.239	389
12202	173.150.108.37	277
12203	173.158.195.104	387
12204	173.159.129.23	236
12205	173.161.132.253	457
12206	173.170.162.239	341
12207	173.171.94.249	319
12208	173.179.112.201	376
12209	173.185.79.74	415
12210	173.190.151.243	348
12211	173.194.109.209	284
12212	173.194.139.159	415
12213	173.197.225.134	449
12214	173.198.32.19	371
12215	173.228.119.191	387
12216	173.238.52.182	520
12217	173.239.217.145	487
12218	173.240.57.127	488
12219	173.244.30.136	220
12220	173.247.120.218	328
12221	174.9.155.103	322
12222	174.10.58.4	271
12223	174.10.82.177	492
12224	174.13.97.113	320
12225	174.15.67.56	367
12226	174.15.132.87	410
12227	174.15.229.183	555
12228	174.18.11.114	338
12229	174.23.230.33	366
12230	174.25.39.187	464
12231	174.25.223.36	269
12232	174.26.236.34	366
12233	174.28.66.180	560
12234	174.31.164.24	390
12235	174.32.101.211	217
12236	174.33.135.3	272
12237	174.39.12.68	353
12238	174.40.87.252	208
12239	174.42.4.64	219
12240	174.42.184.65	490
12241	174.46.189.234	506
12242	174.48.65.99	240
12243	174.51.39.220	345
12244	174.52.175.137	427
12245	174.54.184.80	476
12246	174.56.39.158	292
12247	174.56.207.176	509
12248	174.57.155.198	536
12249	174.63.132.74	282
12250	174.76.73.149	324
12251	174.80.195.34	415
12252	174.94.82.138	429
12253	174.96.30.70	661
12254	174.97.218.207	343
12255	174.104.163.120	321
12256	174.107.197.253	257
12257	174.121.215.145	433
12258	174.128.82.138	359
12259	174.138.119.26	194
12260	174.153.129.70	444
12261	174.153.196.196	460
12262	174.166.115.216	362
12263	174.168.8.66	186
12264	174.168.232.64	394
12265	174.178.48.176	308
12266	174.183.251.92	229
12267	174.184.54.93	350
12268	174.189.161.245	346
12269	174.190.90.229	369
12270	174.190.208.108	357
12271	174.191.200.10	274
12272	174.200.38.173	396
12273	174.201.168.43	405
12274	174.205.200.86	284
12275	174.207.221.222	374
12276	174.208.157.133	464
12277	174.212.114.91	512
12278	174.214.96.116	173
12279	174.219.201.73	381
12280	174.227.8.113	325
12281	174.234.232.145	299
12282	174.253.205.158	368
12283	175.6.229.17	296
12284	175.8.39.127	479
12285	175.9.72.245	396
12286	175.17.3.45	378
12287	175.19.33.55	535
12288	175.20.147.147	439
12289	175.26.175.14	253
12290	175.27.30.239	332
12291	175.34.116.249	335
12292	175.36.221.98	312
12293	175.43.2.24	241
12294	175.48.227.145	332
12295	175.49.16.110	366
12296	175.51.181.176	417
12297	175.55.61.206	287
12298	175.55.236.159	393
12299	175.63.247.11	483
12300	175.69.96.31	339
12301	175.74.237.205	276
12302	175.79.25.23	366
12303	175.80.229.236	333
12304	175.91.13.247	37
12305	175.107.30.101	380
12306	175.108.85.33	342
12307	234.50.132.220	254
12308	234.54.183.5	427
12309	234.63.195.40	318
12310	234.64.61.248	381
12311	234.70.206.121	509
12312	234.73.33.55	384
12313	234.79.231.86	364
12314	234.91.89.134	352
12315	234.106.165.41	341
12316	234.114.252.94	370
12317	234.116.134.164	340
12318	234.118.51.161	201
12319	234.118.138.247	214
12320	234.119.37.42	386
12321	234.124.47.30	435
12322	234.127.52.132	354
12323	234.128.112.96	479
12324	234.133.72.33	456
12325	234.135.11.36	489
12326	234.137.21.9	222
12327	234.140.96.84	413
12328	234.140.211.217	318
12329	234.148.192.130	487
12330	234.159.243.123	368
12331	234.177.61.91	357
12332	234.180.72.60	324
12333	234.181.227.84	428
12334	234.185.3.22	365
12335	234.189.221.106	470
12336	234.197.46.157	391
12337	234.204.180.48	458
12338	234.226.62.211	308
12339	234.226.66.25	396
12340	234.230.14.49	386
12341	234.240.144.76	231
12342	234.247.79.216	308
12343	234.251.165.229	313
12344	234.251.246.31	360
12345	234.254.80.254	347
12346	234.254.161.113	343
12347	235.13.183.52	427
12348	235.14.221.97	369
12349	235.27.219.163	339
12350	235.28.99.107	399
12351	235.31.242.244	307
12352	235.39.231.37	360
12353	235.40.18.249	417
12354	235.44.28.23	473
12355	235.52.27.38	366
12356	235.53.159.118	293
12357	235.58.65.197	351
12358	235.65.242.54	286
12359	235.72.108.125	502
12360	235.76.105.191	451
12361	235.83.167.241	345
12362	235.85.210.235	437
12363	235.85.232.50	314
12364	235.89.36.145	259
12365	235.92.122.184	466
12366	235.97.39.241	390
12367	235.100.98.180	392
12368	235.105.137.111	314
12369	235.116.110.128	397
12370	235.127.65.134	436
12371	235.130.227.179	434
12372	235.133.114.71	386
12373	235.133.116.243	286
12374	235.144.170.148	426
12375	235.150.250.66	361
12376	235.151.231.100	266
12377	235.157.192.67	321
12378	235.179.198.234	433
12379	235.183.125.29	443
12380	235.185.201.221	191
12381	235.186.42.215	312
12382	235.192.86.186	534
12383	235.193.32.94	341
12384	235.194.101.202	469
12385	235.196.105.200	500
12386	235.200.150.238	502
12387	235.201.200.120	399
12388	235.208.230.26	347
12389	235.216.112.195	233
12390	235.218.232.37	347
12391	235.225.77.194	342
12392	235.236.198.132	346
12393	235.243.178.66	296
12394	235.249.33.154	486
12395	235.249.126.243	418
12396	235.254.253.200	665
12397	236.4.86.167	422
12398	236.5.150.20	367
12399	236.7.5.139	353
12400	236.11.35.244	271
12401	236.12.6.123	453
12402	236.14.181.47	353
12403	236.19.85.133	224
12404	236.28.172.126	490
12405	236.36.223.153	451
12406	236.42.64.20	427
12407	236.46.139.49	295
12408	236.47.12.15	410
12409	236.52.123.177	261
12410	236.59.19.20	276
12411	236.60.245.77	335
12412	236.66.113.10	487
12413	236.72.141.226	413
12414	236.75.20.158	544
12415	236.75.98.9	374
12416	236.79.9.252	405
12417	236.80.127.232	323
12418	236.81.147.58	276
12419	236.87.162.189	271
12420	236.87.201.43	491
12421	236.88.59.26	376
12422	236.91.62.129	445
12423	236.95.162.189	204
12424	236.96.172.102	397
12425	236.101.34.236	504
12426	236.109.41.135	359
12427	236.110.224.243	286
12428	236.112.171.212	273
12429	236.120.45.226	336
12430	236.122.172.87	436
12431	236.123.22.215	390
12432	236.124.60.54	324
12433	236.128.54.214	304
12434	236.133.242.4	470
12435	236.143.141.206	414
12436	236.145.2.169	509
12437	236.156.145.183	445
12438	236.160.235.208	328
12439	236.161.96.112	310
12440	236.164.112.237	226
12441	236.167.97.245	486
12442	236.176.168.202	336
12443	236.177.183.121	288
12444	236.180.137.205	356
12445	236.183.143.102	372
12446	236.185.208.213	374
12447	236.197.170.176	337
12448	236.200.207.21	410
12449	236.200.233.21	393
12450	236.203.60.14	365
12451	236.210.69.92	281
12452	236.210.120.146	131
12453	236.223.45.80	213
12454	236.230.100.12	379
12455	236.230.189.153	366
12456	236.242.172.40	341
12457	236.248.82.124	470
12458	237.8.96.200	433
12459	237.8.241.38	405
12460	237.11.46.96	326
12461	237.15.114.32	453
12462	237.17.152.192	157
12463	237.22.55.68	366
12464	237.25.75.99	419
12465	237.25.183.234	413
12466	237.30.35.23	293
12467	237.33.159.83	399
12468	237.41.35.153	399
12469	237.42.207.62	482
12470	237.56.49.240	452
12471	237.58.196.174	361
12472	237.60.17.127	319
12473	237.61.90.169	674
12474	237.65.78.181	392
12475	237.73.250.68	426
12476	237.75.214.211	448
12477	237.76.107.26	382
12478	237.78.76.219	371
12479	237.82.192.181	315
12480	237.91.100.17	345
12481	237.93.99.82	209
12482	237.112.108.63	405
12483	237.116.78.218	388
12484	237.119.239.167	320
12485	237.124.205.92	578
12486	237.127.155.38	266
12487	237.132.41.1	572
12488	237.133.62.100	274
12489	237.135.151.228	187
12490	237.136.111.92	431
12491	237.137.40.29	426
12492	237.140.166.191	343
12493	237.145.123.186	172
12494	237.146.23.108	288
12495	237.158.176.4	474
12496	237.159.244.54	368
12497	237.167.120.128	303
12498	237.174.181.243	161
12499	237.182.64.124	266
12500	237.182.162.251	253
12501	237.182.184.160	347
12502	237.183.234.142	381
12503	237.185.58.129	368
12504	237.202.17.139	292
12505	237.202.27.124	402
12506	237.210.163.251	329
12507	237.218.117.76	314
12508	237.219.107.208	662
12509	237.227.168.25	568
12510	237.235.154.104	172
12511	237.247.17.144	407
12512	237.248.75.6	370
12513	237.249.251.9	445
12514	238.4.111.38	484
12515	238.5.208.120	530
12516	238.11.91.149	262
12517	238.14.54.83	277
12518	238.20.82.206	401
12519	238.28.147.71	362
12520	238.29.210.208	351
12521	238.31.13.79	394
12522	238.40.208.216	292
12523	238.51.96.129	564
12524	238.53.135.132	623
12525	238.55.228.249	310
12526	238.56.243.235	339
12527	238.60.71.3	359
12528	238.61.178.10	303
12529	238.63.116.169	325
12530	238.68.2.30	414
12531	238.68.129.78	463
12532	238.78.111.119	305
12533	238.80.201.254	351
12534	238.82.241.64	378
12535	238.85.76.37	324
12536	238.93.173.98	405
12537	238.98.53.26	380
12538	238.98.252.55	329
12539	238.99.34.232	445
12540	238.100.151.127	375
12541	238.103.57.203	358
12542	238.105.152.106	361
12543	238.107.134.14	399
12544	238.110.233.105	402
12545	238.110.235.252	282
12546	238.113.73.178	570
12547	238.113.193.92	330
12548	238.123.213.139	319
12549	238.125.248.12	479
12550	238.127.190.176	243
12551	238.128.82.195	311
12552	238.140.182.177	341
12553	238.144.252.122	342
12554	238.151.120.74	338
12555	238.156.93.34	177
12556	238.158.133.3	456
12557	238.176.33.206	418
12558	238.189.90.68	442
12559	238.190.16.186	472
12560	238.190.147.118	282
12561	238.191.5.44	355
12562	238.199.92.100	400
12563	238.201.31.198	453
12564	238.210.66.88	398
12565	238.218.33.247	440
12566	238.221.108.50	275
12567	238.221.127.21	220
12568	238.225.63.36	660
12569	238.233.195.245	651
12570	238.239.23.196	239
12571	238.246.24.78	427
12572	238.247.229.55	405
12573	238.251.15.121	400
12574	239.3.157.112	397
12575	239.14.127.153	380
12576	239.19.203.95	191
12577	239.39.42.149	414
12578	239.44.83.244	552
12579	239.48.241.33	368
12580	239.49.44.194	396
12581	239.56.148.47	397
12582	239.58.234.108	367
12583	239.61.244.12	338
12584	239.61.245.222	399
12585	239.68.61.123	301
12586	239.70.224.207	374
12587	239.70.234.2	404
12588	239.73.240.137	315
12589	239.76.81.41	401
12590	239.78.64.178	413
12591	239.80.236.158	480
12592	239.82.161.168	355
12593	239.85.184.84	378
12594	239.91.244.59	406
12595	239.92.185.45	207
12596	239.104.171.134	449
12597	239.106.125.188	357
12598	239.109.57.211	328
12599	239.121.44.58	634
12600	239.125.117.34	393
12601	239.135.17.35	288
12602	239.136.151.60	362
12603	239.139.157.250	333
12604	239.142.120.12	301
12605	239.165.158.67	283
12606	239.172.8.173	264
12607	239.186.248.47	376
12608	239.188.168.148	435
12609	239.193.208.244	413
12610	239.193.247.221	464
12611	239.200.168.41	418
12612	239.206.236.29	568
12613	239.219.150.4	534
12614	239.220.91.248	576
12615	239.222.143.93	281
12616	239.225.181.96	395
12617	239.231.207.168	453
12618	239.232.145.209	390
12619	239.249.76.40	583
12620	239.250.189.12	395
12621	239.252.142.155	414
12622	240.157.77.254	274
12623	240.170.198.110	445
12624	240.174.230.190	361
12625	240.177.244.186	344
12626	240.179.179.87	442
12627	240.179.202.213	356
12628	240.181.166.170	277
12629	240.182.165.36	288
12630	240.189.254.106	369
12631	240.217.56.199	324
12632	240.220.39.61	323
12633	240.220.225.108	348
12634	240.228.72.152	183
12635	240.234.161.150	362
12636	240.235.239.213	470
12637	240.235.249.202	599
12638	240.240.251.204	335
12639	240.244.73.219	381
12640	240.244.152.107	349
12641	240.245.170.109	237
12642	240.245.211.149	356
12643	240.249.131.144	353
12644	240.252.19.155	342
12645	241.6.238.40	316
12646	241.7.32.161	349
12647	241.9.213.193	343
12648	241.9.250.82	340
12649	241.11.90.99	375
12650	241.13.104.105	453
12651	241.15.145.123	433
12652	241.16.229.244	345
12653	241.21.182.79	288
12654	241.25.63.222	384
12655	241.29.152.18	304
12656	241.34.126.31	352
12657	241.35.19.91	347
12658	241.39.199.179	419
12659	241.40.90.171	324
12660	241.55.169.212	352
12661	241.72.229.220	400
12662	241.83.222.234	318
12663	241.95.49.165	552
12664	241.98.21.221	357
12665	241.110.252.68	182
12666	241.111.102.27	467
12667	241.112.26.211	353
12668	241.120.52.211	339
12669	241.128.22.131	517
12670	241.142.70.100	411
12671	241.146.13.170	360
12672	241.165.253.172	588
12673	241.169.74.145	292
12674	241.175.240.50	299
12675	241.176.204.110	430
12676	241.188.101.236	360
12677	241.192.193.105	165
12678	241.194.253.25	268
12679	241.204.159.191	270
12680	241.205.45.111	447
12681	241.206.199.29	323
12682	241.218.214.204	457
12683	241.223.85.245	301
12684	241.225.185.186	299
12685	241.229.183.197	432
12686	241.232.167.207	348
12687	241.234.45.195	410
12688	241.240.154.211	340
12689	241.241.97.206	311
12690	241.243.60.111	454
12691	242.3.70.140	432
12692	242.6.242.252	426
12693	242.8.78.215	363
12694	242.12.229.87	355
12695	242.25.35.219	304
12696	242.26.178.24	278
12697	242.30.206.50	252
12698	242.31.14.225	392
12699	242.33.234.178	376
12700	242.35.33.211	339
12701	242.38.223.139	377
12702	242.41.168.219	355
12703	242.52.141.252	437
12704	242.54.49.41	463
12705	242.55.188.119	369
12706	242.57.86.69	254
12707	242.68.35.57	370
12708	242.72.54.27	153
12709	242.78.195.7	530
12710	242.80.117.243	351
12711	242.88.72.166	312
12712	242.89.164.168	323
12713	242.96.50.234	394
12714	242.96.62.49	451
12715	242.97.249.68	386
12716	242.102.99.233	504
12717	242.111.100.71	450
12718	242.114.118.193	338
12719	242.126.139.112	323
12720	242.146.109.149	381
12721	242.149.81.146	190
12722	242.151.244.1	295
12723	242.158.235.181	456
12724	242.170.101.200	379
12725	242.187.116.216	278
12726	242.201.183.3	234
12727	242.208.5.205	334
12728	242.208.53.207	416
12729	242.208.192.153	520
12730	242.214.111.226	350
12731	242.216.191.174	684
12732	242.221.212.10	297
12733	242.224.144.235	363
12734	242.234.144.135	266
12735	242.237.41.143	571
12736	242.241.139.23	418
12737	242.244.79.164	388
12738	242.245.169.120	346
12739	242.249.213.229	161
12740	243.13.243.218	333
12741	243.15.166.113	354
12742	243.19.86.208	141
12743	243.19.170.3	173
